Wine_Id,product_link,image_link
208,https://labodega.consum.es/blancos/castillodelliria-075l,https://labodega.consum.es/public/Image/2018/3/4558813_normal.png
209,https://labodega.consum.es/blancos/renebarbierkralinerseco-075l,https://labodega.consum.es/public/Image/2018/3/92049_normal.png
210,https://labodega.consum.es/rosados/enterizo-075l,https://labodega.consum.es/public/Image/2018/3/904557_normal.png
211,https://labodega.consum.es/blancos/soldepeas-075l,https://labodega.consum.es/public/Image/2018/3/175356_normal.png
212,https://labodega.consum.es/blancos/viasdeanna-075l,https://labodega.consum.es/public/Image/2018/3/7241904_normal.png
213,https://labodega.consum.es/espumosos/freixenetcartanevada-075l17,https://labodega.consum.es/public/Image/2018/3/7187347_normal.png
214,https://labodega.consum.es/espumosos/dominiodelosduques-075l18,https://labodega.consum.es/public/Image/2018/3/7207418_normal.png
215,https://labodega.consum.es/blancos/granmuio-075l,https://labodega.consum.es/public/Image/2018/3/7180300_normal.png
216,https://labodega.consum.es/blancos/tesorodebullas-075l,https://labodega.consum.es/public/Image/2018/3/7270176_normal.png
217,https://labodega.consum.es/rosados/hoyadecadenas-075l,https://labodega.consum.es/public/Image/2018/3/7003296_normal.png
218,https://labodega.consum.es/blancos/campoviejo-075l,https://labodega.consum.es/public/Image/2018/3/7086569_normal.png
219,https://labodega.consum.es/blancos/enriquemendoza-075l,https://labodega.consum.es/public/Image/2018/3/7257611_normal.png
220,https://labodega.consum.es/espumosos/dominiodelosduques-075l,https://labodega.consum.es/public/Image/2018/3/7163850_normal.png
221,https://labodega.consum.es/blancos/elmiraclefusion-075l,https://labodega.consum.es/public/Image/2018/3/7108397_normal.png
222,https://labodega.consum.es/rosados/fragolino-075l,https://labodega.consum.es/public/Image/2018/3/7232429_normal.png
223,https://labodega.consum.es/blancos/latremenda-075l,https://labodega.consum.es/public/Image/2018/3/7249803_normal.png
224,https://labodega.consum.es/blancos/patanegra-075l,https://labodega.consum.es/public/Image/2018/3/7212327_normal.png
225,https://labodega.consum.es/espumosos/torello-075l,https://labodega.consum.es/public/Image/2018/3/152298_normal.png
226,https://labodega.consum.es/blancos/dehesasviejas-075l,https://labodega.consum.es/public/Image/2018/3/7135176_normal.png
227,https://labodega.consum.es/blancos/viasdelvero-075l,https://labodega.consum.es/public/Image/2018/3/7177314_normal.png
228,https://labodega.consum.es/generosos/pedroximenez-075l,https://labodega.consum.es/public/Image/2018/3/7201671_normal.png
229,https://labodega.consum.es/espumosos/vallformosa-075l9,https://labodega.consum.es/public/Image/2018/3/7290877_normal.png
230,https://labodega.consum.es/espumosos/freixenetminicordonnegro-02l,https://labodega.consum.es/public/Image/2018/3/7142698_normal.png
231,https://labodega.consum.es/espumosos/freixenetcordonnegro-075l,https://labodega.consum.es/public/Image/2018/3/7074748_normal.png
232,https://labodega.consum.es/rosados/grancastillo-075l,https://labodega.consum.es/public/Image/2018/3/7216398_normal.png
233,https://labodega.consum.es/generosos/malagavirgen-075l,https://labodega.consum.es/public/Image/2018/3/317784_normal.png
234,https://labodega.consum.es/rosados/sandara-075l,https://labodega.consum.es/public/Image/2018/3/7221448_normal.png
235,https://labodega.consum.es/blancos/viadelmar-075l,https://labodega.consum.es/public/Image/2018/3/7172299_normal.png
236,https://labodega.consum.es/espumosos/bach-075l,https://labodega.consum.es/public/Image/2018/3/7096956_normal.png
237,https://labodega.consum.es/rosados/raimat-075l,https://labodega.consum.es/public/Image/2019/5/7246432VinoRaimatAbadaRose.png_normal.jpg
238,https://labodega.consum.es/espumosos/vallformosa-075l,https://labodega.consum.es/public/Image/2018/3/7290872_normal.png
239,https://labodega.consum.es/blancos/depende-075l,https://labodega.consum.es/public/Image/2018/3/7232879_normal.png
240,https://labodega.consum.es/rosados/losmolinos-075l,https://labodega.consum.es/public/Image/2018/3/303321_normal.png
241,https://labodega.consum.es/espumosos/annadecodorniu-02l,https://labodega.consum.es/public/Image/2018/3/7181902_normal.png
